Date,Commodity,Total Value
31-Mar-2024,sugar,97.50
31-Mar-2024,sunflower,2.70
31-Mar-2024,tomato,4635.46
31-Mar-2024,turmeric,57.50
31-Mar-2024,tur,57.60
31-Mar-2024,urad,46.70
31-Mar-2024,wheat,18249.83
01-Apr-2024,apple,1330.05
01-Apr-2024,banana,2034.52
01-Apr-2024,beans (french),229.05
01-Apr-2024,brinjal,1480.96
01-Apr-2024,cabbage,1699.53
01-Apr-2024,carrot,1098.94
01-Apr-2024,cauliflower,5688.16
01-Apr-2024,coconut,6938.99
01-Apr-2024,dhania,509.64
01-Apr-2024,dry chillies,11149.20
01-Apr-2024,garlic,2536.40
01-Apr-2024,ginger,669.88
01-Apr-2024,gourd (bottle),1305.76
01-Apr-2024,gram,124.65
01-Apr-2024,green chilli,1629.12
01-Apr-2024,ground nut seed,522.77
01-Apr-2024,groundnut,3866.98
01-Apr-2024,jeera,390.27
01-Apr-2024,ladys finger (bhindi),790.50
01-Apr-2024,lemon,256.92
01-Apr-2024,mango,137.43
01-Apr-2024,masoor,155.85
01-Apr-2024,moong,145.30
01-Apr-2024,mustard,16463.33
01-Apr-2024,onion,33638.50
01-Apr-2024,parwal (pointed gourd),128.98
01-Apr-2024,peas (green),159.50
01-Apr-2024,potato,30554.35
01-Apr-2024,rice,8816.08
01-Apr-2024,safflower,43.20
01-Apr-2024,"sesamum (sesame, gingelly, til)",22.07
01-Apr-2024,soyabean,3385.43
01-Apr-2024,spinach,16763.83
01-Apr-2024,sugar,299.00
01-Apr-2024,sunflower,49.00
01-Apr-2024,tomato,5824.95
01-Apr-2024,turmeric,1541.19
01-Apr-2024,tur,394.15
01-Apr-2024,urad,228.03
01-Apr-2024,wheat,56311.95
02-Apr-2024,apple,1686.38
02-Apr-2024,banana,1519.00
02-Apr-2024,beans (french),167.66
02-Apr-2024,brinjal,1551.23
02-Apr-2024,cabbage,1480.60
02-Apr-2024,carrot,992.42
02-Apr-2024,cauliflower,1758.87
02-Apr-2024,coconut,1832.83
02-Apr-2024,dhania,2266.72
02-Apr-2024,dry chillies,4870.32
02-Apr-2024,garlic,5358.67
02-Apr-2024,ginger,618.03
02-Apr-2024,gourd (bottle),1567.90
02-Apr-2024,gram,132.50
02-Apr-2024,green chilli,1742.96
02-Apr-2024,ground nut seed,204.80
02-Apr-2024,groundnut,2370.35
02-Apr-2024,jeera,2014.39
02-Apr-2024,ladys finger (bhindi),863.25
02-Apr-2024,lemon,269.21
02-Apr-2024,mango,839.18
02-Apr-2024,masoor,205.60
02-Apr-2024,moong,79.85
02-Apr-2024,mustard,32530.60
02-Apr-2024,onion,26858.27
02-Apr-2024,parwal (pointed gourd),50.29
02-Apr-2024,peas (green),692.35
02-Apr-2024,potato,29250.86
02-Apr-2024,rice,8474.63
02-Apr-2024,safflower,61.50
02-Apr-2024,"sesamum (sesame, gingelly, til)",76.29
02-Apr-2024,soyabean,14191.19
02-Apr-2024,spinach,17773.97
02-Apr-2024,sugar,216.90
02-Apr-2024,sunflower,123.90
02-Apr-2024,tomato,6625.37
02-Apr-2024,turmeric,1113.34
02-Apr-2024,tur,379.90
02-Apr-2024,urad,131.80
02-Apr-2024,wheat,137197.56
03-Apr-2024,apple,1523.90
03-Apr-2024,banana,3427.81
03-Apr-2024,beans (french),228.52
03-Apr-2024,brinjal,2359.72
03-Apr-2024,cabbage,2167.73
03-Apr-2024,carrot,1412.46
03-Apr-2024,cauliflower,6289.40
03-Apr-2024,coconut,3068.32
03-Apr-2024,dhania,2645.76
03-Apr-2024,dry chillies,8246.96
03-Apr-2024,garlic,6537.94
03-Apr-2024,ginger,1082.36
03-Apr-2024,gourd (bottle),2079.40
03-Apr-2024,gram,304.70
03-Apr-2024,green chilli,2467.97
03-Apr-2024,ground nut seed,64.68
03-Apr-2024,groundnut,4510.37
03-Apr-2024,jeera,2340.25
03-Apr-2024,ladys finger (bhindi),1218.01
03-Apr-2024,lemon,907.01
03-Apr-2024,mango,1769.99
03-Apr-2024,masoor,264.85
03-Apr-2024,moong,186.95
03-Apr-2024,mustard,44410.16
03-Apr-2024,onion,35079.71
03-Apr-2024,parwal (pointed gourd),111.85
03-Apr-2024,peas (green),340.26
03-Apr-2024,potato,35975.71
03-Apr-2024,rice,8499.42
03-Apr-2024,safflower,52.85
03-Apr-2024,"sesamum (sesame, gingelly, til)",177.93
03-Apr-2024,soyabean,19009.09
03-Apr-2024,spinach,15949.85
03-Apr-2024,sugar,337.00
03-Apr-2024,sunflower,67.30
03-Apr-2024,tomato,8659.39
03-Apr-2024,turmeric,1515.52
03-Apr-2024,tur,1350.80
03-Apr-2024,urad,177.80
03-Apr-2024,wheat,142818.45
04-Apr-2024,apple,2153.24
04-Apr-2024,banana,3560.54
04-Apr-2024,beans (french),220.14
04-Apr-2024,brinjal,2379.26
04-Apr-2024,cabbage,2126.51
04-Apr-2024,carrot,1468.06
04-Apr-2024,cauliflower,7419.78
04-Apr-2024,coconut,15450.74
04-Apr-2024,dhania,3027.20
04-Apr-2024,dry chillies,10900.10
04-Apr-2024,garlic,7527.07
04-Apr-2024,ginger,1422.83
04-Apr-2024,gourd (bottle),2307.84
04-Apr-2024,gram,297.90
04-Apr-2024,green chilli,2692.96
04-Apr-2024,ground nut seed,819.54
04-Apr-2024,groundnut,3813.78
04-Apr-2024,jeera,2886.54
04-Apr-2024,ladys finger (bhindi),1530.09
04-Apr-2024,lemon,780.02
04-Apr-2024,mango,1890.12
04-Apr-2024,masoor,227.20
04-Apr-2024,moong,264.40
04-Apr-2024,mustard,39663.02
04-Apr-2024,onion,47257.32
04-Apr-2024,parwal (pointed gourd),190.54
04-Apr-2024,peas (green),299.60
04-Apr-2024,potato,38884.57
04-Apr-2024,rice,14383.38
04-Apr-2024,safflower,25.00
04-Apr-2024,"sesamum (sesame, gingelly, til)",279.37
04-Apr-2024,soyabean,15483.48
04-Apr-2024,spinach,27051.30
04-Apr-2024,sugar,501.50
04-Apr-2024,sunflower,40.00
04-Apr-2024,tomato,9261.98
04-Apr-2024,turmeric,1031.08
04-Apr-2024,tur,968.30
04-Apr-2024,urad,373.30
04-Apr-2024,wheat,142741.94
05-Apr-2024,apple,2009.87
05-Apr-2024,banana,3976.35
05-Apr-2024,beans (french),103.91
05-Apr-2024,brinjal,2002.37
05-Apr-2024,cabbage,1998.11
05-Apr-2024,carrot,1149.56
05-Apr-2024,cauliflower,7841.02
05-Apr-2024,coconut,12891.58
05-Apr-2024,dhania,2564.65
05-Apr-2024,dry chillies,1780.84
05-Apr-2024,garlic,5095.76
05-Apr-2024,ginger,1106.69
05-Apr-2024,gourd (bottle),2328.71
05-Apr-2024,gram,371.10
05-Apr-2024,green chilli,2363.52
05-Apr-2024,ground nut seed,617.58
05-Apr-2024,groundnut,3310.52
05-Apr-2024,jeera,2787.54
05-Apr-2024,ladys finger (bhindi),1500.12
05-Apr-2024,lemon,763.02
05-Apr-2024,mango,2027.99
05-Apr-2024,masoor,278.30
05-Apr-2024,moong,273.80
05-Apr-2024,mustard,40347.78
05-Apr-2024,onion,44825.22
05-Apr-2024,parwal (pointed gourd),158.62
05-Apr-2024,peas (green),319.48
05-Apr-2024,potato,38352.36
05-Apr-2024,rice,15538.04
05-Apr-2024,safflower,69.40
05-Apr-2024,"sesamum (sesame, gingelly, til)",214.14
05-Apr-2024,soyabean,13959.35
05-Apr-2024,spinach,11675.75
05-Apr-2024,sugar,567.70
05-Apr-2024,sunflower,115.65
05-Apr-2024,tomato,7466.59
05-Apr-2024,turmeric,1373.44
05-Apr-2024,tur,1213.20
05-Apr-2024,urad,445.40
05-Apr-2024,wheat,127263.74
06-Apr-2024,apple,2243.67
06-Apr-2024,banana,4660.19
06-Apr-2024,beans (french),219.16
06-Apr-2024,brinjal,2245.74
06-Apr-2024,cabbage,2160.16
06-Apr-2024,carrot,1212.69
06-Apr-2024,cauliflower,9625.18
06-Apr-2024,coconut,8777.22
06-Apr-2024,dhania,3162.00
06-Apr-2024,dry chillies,1457.50
06-Apr-2024,garlic,7021.13
06-Apr-2024,ginger,1157.62
06-Apr-2024,gourd (bottle),2135.43
06-Apr-2024,gram,432.90
06-Apr-2024,green chilli,2688.54
06-Apr-2024,ground nut seed,87.80
06-Apr-2024,groundnut,4483.70
06-Apr-2024,jeera,2473.99
06-Apr-2024,ladys finger (bhindi),1522.70
06-Apr-2024,lemon,891.62
06-Apr-2024,mango,2389.78
06-Apr-2024,masoor,236.70
06-Apr-2024,moong,307.65
06-Apr-2024,mustard,39161.73
06-Apr-2024,onion,56100.25
06-Apr-2024,parwal (pointed gourd),184.24
06-Apr-2024,peas (green),294.80
06-Apr-2024,potato,35819.94
06-Apr-2024,rice,12902.79
06-Apr-2024,safflower,23.55
06-Apr-2024,"sesamum (sesame, gingelly, til)",156.37
06-Apr-2024,soyabean,14360.10
06-Apr-2024,spinach,17237.92
06-Apr-2024,sugar,429.10
06-Apr-2024,sunflower,25.50
06-Apr-2024,tomato,8619.06
06-Apr-2024,turmeric,1800.24
06-Apr-2024,tur,1396.10
06-Apr-2024,urad,295.80
06-Apr-2024,wheat,153979.90
07-Apr-2024,apple,547.10
07-Apr-2024,banana,3152.53
07-Apr-2024,beans (french),109.28
07-Apr-2024,brinjal,1547.75
07-Apr-2024,cabbage,1226.36
07-Apr-2024,carrot,718.34
07-Apr-2024,cauliflower,1711.78
07-Apr-2024,coconut,22.76
07-Apr-2024,dhania,0
07-Apr-2024,dry chillies,15.64
07-Apr-2024,garlic,798.40
07-Apr-2024,ginger,404.79
07-Apr-2024,gourd (bottle),1110.58
07-Apr-2024,gram,20.20
07-Apr-2024,green chilli,1367.46
07-Apr-2024,ground nut seed,0
07-Apr-2024,groundnut,855.95
07-Apr-2024,jeera,3.77
07-Apr-2024,ladys finger (bhindi),859.65
07-Apr-2024,lemon,83.16
07-Apr-2024,mango,1106.73
07-Apr-2024,masoor,74.70
07-Apr-2024,moong,95.00
07-Apr-2024,mustard,5539.87
07-Apr-2024,onion,16064.85
07-Apr-2024,parwal (pointed gourd),56.74
07-Apr-2024,peas (green),85.00
07-Apr-2024,potato,17234.71
07-Apr-2024,rice,2957.12
07-Apr-2024,safflower,0
07-Apr-2024,"sesamum (sesame, gingelly, til)",29.20
07-Apr-2024,soyabean,1171.48
07-Apr-2024,spinach,22878.00
07-Apr-2024,sugar,64.00
07-Apr-2024,sunflower,0.80
07-Apr-2024,tomato,4865.22
07-Apr-2024,turmeric,8.48
07-Apr-2024,tur,957.05
07-Apr-2024,urad,65.40
07-Apr-2024,wheat,28879.57
08-Apr-2024,apple,2278.52
08-Apr-2024,banana,4502.34
08-Apr-2024,beans (french),285.63
08-Apr-2024,brinjal,2123.01
08-Apr-2024,cabbage,2417.04
08-Apr-2024,carrot,1207.43
08-Apr-2024,cauliflower,10999.67
08-Apr-2024,coconut,9539.85
08-Apr-2024,dhania,1658.03
08-Apr-2024,dry chillies,6660.69
08-Apr-2024,garlic,6203.82
08-Apr-2024,ginger,998.70
08-Apr-2024,gourd (bottle),2265.98
08-Apr-2024,gram,273.85
08-Apr-2024,green chilli,2748.21
08-Apr-2024,ground nut seed,197.50
08-Apr-2024,groundnut,2236.02
08-Apr-2024,jeera,2509.45
08-Apr-2024,ladys finger (bhindi),1564.53
08-Apr-2024,lemon,372.90
08-Apr-2024,mango,1107.09
08-Apr-2024,masoor,230.20
08-Apr-2024,moong,316.90
08-Apr-2024,mustard,38992.22
08-Apr-2024,onion,49592.13
08-Apr-2024,parwal (pointed gourd),197.70
08-Apr-2024,peas (green),121.55
08-Apr-2024,potato,36194.12
08-Apr-2024,rice,10114.29
08-Apr-2024,safflower,0
08-Apr-2024,"sesamum (sesame, gingelly, til)",521.73
08-Apr-2024,soyabean,7540.30
08-Apr-2024,spinach,22981.18
08-Apr-2024,sugar,360.70
08-Apr-2024,sunflower,20.00
08-Apr-2024,tomato,7781.53
08-Apr-2024,turmeric,217.34
08-Apr-2024,tur,770.75
08-Apr-2024,urad,379.90
08-Apr-2024,wheat,131227.98
09-Apr-2024,apple,1757.07
09-Apr-2024,banana,3505.66
09-Apr-2024,beans (french),109.25
09-Apr-2024,brinjal,2007.36
09-Apr-2024,cabbage,1910.34
09-Apr-2024,carrot,850.89
09-Apr-2024,cauliflower,2152.94
09-Apr-2024,coconut,651.58
09-Apr-2024,dhania,3593.46
09-Apr-2024,dry chillies,201.70
09-Apr-2024,garlic,2468.04
09-Apr-2024,ginger,1186.34
09-Apr-2024,gourd (bottle),2197.03
09-Apr-2024,gram,141.10
09-Apr-2024,green chilli,2379.45
09-Apr-2024,ground nut seed,6.50
09-Apr-2024,groundnut,2207.48
09-Apr-2024,jeera,4151.57
09-Apr-2024,ladys finger (bhindi),1246.08
09-Apr-2024,lemon,766.65
09-Apr-2024,mango,2080.82
09-Apr-2024,masoor,180.30
09-Apr-2024,moong,107.00
09-Apr-2024,mustard,34666.25
09-Apr-2024,onion,23510.30
09-Apr-2024,parwal (pointed gourd),104.97
09-Apr-2024,peas (green),108.00
09-Apr-2024,potato,32447.83
09-Apr-2024,rice,12020.12
09-Apr-2024,safflower,0
09-Apr-2024,"sesamum (sesame, gingelly, til)",122.80
09-Apr-2024,soyabean,1216.51
09-Apr-2024,spinach,6562.73
09-Apr-2024,sugar,205.50
09-Apr-2024,sunflower,0
09-Apr-2024,tomato,6195.38
09-Apr-2024,turmeric,90.26
09-Apr-2024,tur,340.00
09-Apr-2024,urad,170.10
09-Apr-2024,wheat,60196.64
10-Apr-2024,apple,1409.84
10-Apr-2024,banana,3204.46
10-Apr-2024,beans (french),146.51
10-Apr-2024,brinjal,1791.36
10-Apr-2024,cabbage,1142.69
10-Apr-2024,carrot,659.14
10-Apr-2024,cauliflower,1338.79
10-Apr-2024,coconut,254.27
10-Apr-2024,dhania,1492.09
10-Apr-2024,dry chillies,6896.94
10-Apr-2024,garlic,2412.85
10-Apr-2024,ginger,844.25
10-Apr-2024,gourd (bottle),1810.89
10-Apr-2024,gram,156.90
10-Apr-2024,green chilli,2026.47
10-Apr-2024,ground nut seed,516.57
10-Apr-2024,groundnut,2740.13
10-Apr-2024,jeera,1764.80
10-Apr-2024,ladys finger (bhindi),1024.15
10-Apr-2024,lemon,601.36
10-Apr-2024,mango,1586.57
10-Apr-2024,masoor,171.20
10-Apr-2024,moong,137.50
10-Apr-2024,mustard,29139.45
10-Apr-2024,onion,21908.38
10-Apr-2024,parwal (pointed gourd),182.16
10-Apr-2024,peas (green),54.52
10-Apr-2024,potato,31085.28
10-Apr-2024,rice,10357.15
10-Apr-2024,safflower,0.15
10-Apr-2024,"sesamum (sesame, gingelly, til)",728.40
10-Apr-2024,soyabean,479.35
10-Apr-2024,spinach,136.89
10-Apr-2024,sugar,213.50
10-Apr-2024,sunflower,0
10-Apr-2024,tomato,4801.85
10-Apr-2024,turmeric,219.90
10-Apr-2024,tur,490.80
10-Apr-2024,urad,177.00
10-Apr-2024,wheat,65949.61
11-Apr-2024,apple,1162.89
11-Apr-2024,banana,3026.28
11-Apr-2024,beans (french),379.43
11-Apr-2024,brinjal,1447.24
11-Apr-2024,cabbage,977.89
11-Apr-2024,carrot,524.92
11-Apr-2024,cauliflower,1099.96
11-Apr-2024,coconut,853.54
11-Apr-2024,dhania,868.82
11-Apr-2024,dry chillies,32.00
11-Apr-2024,garlic,2711.84
11-Apr-2024,ginger,746.26
11-Apr-2024,gourd (bottle),6423.93
11-Apr-2024,gram,166.90
11-Apr-2024,green chilli,1582.57
11-Apr-2024,ground nut seed,3.60
11-Apr-2024,groundnut,686.11
11-Apr-2024,jeera,1673.66
11-Apr-2024,ladys finger (bhindi),946.52
11-Apr-2024,lemon,628.68
11-Apr-2024,mango,1071.07
11-Apr-2024,masoor,137.85
11-Apr-2024,moong,122.90
11-Apr-2024,mustard,28594.75
11-Apr-2024,onion,7883.76
11-Apr-2024,parwal (pointed gourd),175.21
11-Apr-2024,peas (green),36.01
11-Apr-2024,potato,23020.49
11-Apr-2024,rice,10369.01
11-Apr-2024,safflower,0
11-Apr-2024,"sesamum (sesame, gingelly, til)",64.79
11-Apr-2024,soyabean,646.00
11-Apr-2024,spinach,134.69
11-Apr-2024,sugar,127.00
11-Apr-2024,sunflower,15.89
11-Apr-2024,tomato,4772.49
11-Apr-2024,turmeric,0.86
11-Apr-2024,tur,426.40
11-Apr-2024,urad,182.90
11-Apr-2024,wheat,70671.23
12-Apr-2024,apple,1187.38
12-Apr-2024,banana,3444.95
12-Apr-2024,beans (french),156.76
12-Apr-2024,brinjal,2138.93
12-Apr-2024,cabbage,1976.37
12-Apr-2024,carrot,1009.86
12-Apr-2024,cauliflower,2074.10
12-Apr-2024,coconut,3845.34
12-Apr-2024,dhania,2759.63
12-Apr-2024,dry chillies,4168.60
12-Apr-2024,garlic,3458.46
12-Apr-2024,ginger,770.03
12-Apr-2024,gourd (bottle),2022.27
12-Apr-2024,gram,254.50
12-Apr-2024,green chilli,2799.30
12-Apr-2024,ground nut seed,82.38
12-Apr-2024,groundnut,3128.82
12-Apr-2024,jeera,2090.59
12-Apr-2024,ladys finger (bhindi),1349.02
12-Apr-2024,lemon,630.89
12-Apr-2024,mango,2894.78
12-Apr-2024,masoor,230.20
12-Apr-2024,moong,171.70
12-Apr-2024,mustard,35995.44
12-Apr-2024,onion,26257.42
12-Apr-2024,parwal (pointed gourd),240.64
12-Apr-2024,peas (green),99.50
12-Apr-2024,potato,30048.48
12-Apr-2024,rice,12278.23
12-Apr-2024,safflower,0
12-Apr-2024,"sesamum (sesame, gingelly, til)",940.78
12-Apr-2024,soyabean,1257.04
12-Apr-2024,spinach,1004.01
12-Apr-2024,sugar,312.00
12-Apr-2024,sunflower,0
12-Apr-2024,tomato,8618.78
12-Apr-2024,turmeric,733.76
12-Apr-2024,tur,1247.70
12-Apr-2024,urad,266.10
12-Apr-2024,wheat,125242.19
13-Apr-2024,apple,4201.16
13-Apr-2024,banana,3666.39
13-Apr-2024,beans (french),184.89
13-Apr-2024,brinjal,1966.94
13-Apr-2024,cabbage,1907.94
13-Apr-2024,carrot,749.29
13-Apr-2024,cauliflower,8408.06
13-Apr-2024,coconut,4432.29
13-Apr-2024,dhania,1861.03
13-Apr-2024,dry chillies,912.50
13-Apr-2024,garlic,2481.03
13-Apr-2024,ginger,609.91
13-Apr-2024,gourd (bottle),1914.10
13-Apr-2024,gram,249.85
13-Apr-2024,green chilli,2153.35
13-Apr-2024,ground nut seed,2.40
13-Apr-2024,groundnut,1802.40
13-Apr-2024,jeera,1875.55
13-Apr-2024,ladys finger (bhindi),1272.68
13-Apr-2024,lemon,683.22
13-Apr-2024,mango,3035.93
13-Apr-2024,masoor,132.55
13-Apr-2024,moong,101.85
13-Apr-2024,mustard,29289.51
13-Apr-2024,onion,33427.61
13-Apr-2024,parwal (pointed gourd),213.05
13-Apr-2024,peas (green),104.05
13-Apr-2024,potato,28515.61
13-Apr-2024,rice,12983.70
13-Apr-2024,safflower,2.80
13-Apr-2024,"sesamum (sesame, gingelly, til)",96.63
13-Apr-2024,soyabean,4235.72
13-Apr-2024,spinach,12513.35
13-Apr-2024,sugar,229.50
13-Apr-2024,sunflower,27.30
13-Apr-2024,tomato,6383.18
13-Apr-2024,turmeric,180.13
13-Apr-2024,tur,1238.35
13-Apr-2024,urad,178.15
13-Apr-2024,wheat,174505.72
14-Apr-2024,apple,517.65
14-Apr-2024,banana,837.74
14-Apr-2024,beans (french),77.42
14-Apr-2024,brinjal,1104.95
14-Apr-2024,cabbage,1054.17
14-Apr-2024,carrot,531.95
14-Apr-2024,cauliflower,1130.77
14-Apr-2024,coconut,824.17
14-Apr-2024,dhania,0
14-Apr-2024,dry chillies,0
14-Apr-2024,garlic,405.63
14-Apr-2024,ginger,338.92
14-Apr-2024,gourd (bottle),1091.49
14-Apr-2024,gram,89.85
14-Apr-2024,green chilli,1352.86
14-Apr-2024,ground nut seed,0
14-Apr-2024,groundnut,261.10
14-Apr-2024,jeera,1.45
14-Apr-2024,ladys finger (bhindi),577.34
14-Apr-2024,lemon,130.79
14-Apr-2024,mango,1875.74
14-Apr-2024,masoor,73.90
14-Apr-2024,moong,80.40
14-Apr-2024,mustard,6553.79
14-Apr-2024,onion,8845.35
14-Apr-2024,parwal (pointed gourd),68.59
14-Apr-2024,peas (green),20.00
14-Apr-2024,potato,17304.10
14-Apr-2024,rice,6124.94
14-Apr-2024,safflower,0
14-Apr-2024,"sesamum (sesame, gingelly, til)",10.33
14-Apr-2024,soyabean,325.81
14-Apr-2024,spinach,18158.56
14-Apr-2024,sugar,33.50
14-Apr-2024,sunflower,1.50
14-Apr-2024,tomato,5170.35
14-Apr-2024,turmeric,57.51
14-Apr-2024,tur,302.40
14-Apr-2024,urad,61.10
14-Apr-2024,wheat,62272.96
15-Apr-2024,apple,2286.24
15-Apr-2024,banana,6035.73
15-Apr-2024,beans (french),235.62
15-Apr-2024,brinjal,2151.75
15-Apr-2024,cabbage,2274.61
15-Apr-2024,carrot,1202.41
15-Apr-2024,cauliflower,5949.90
15-Apr-2024,coconut,6915.89
15-Apr-2024,dhania,1515.10
15-Apr-2024,dry chillies,12720.78
15-Apr-2024,garlic,8410.05
15-Apr-2024,ginger,959.48
15-Apr-2024,gourd (bottle),2227.33
15-Apr-2024,gram,767.70
15-Apr-2024,green chilli,3085.70
15-Apr-2024,ground nut seed,500.70
15-Apr-2024,groundnut,2394.82
15-Apr-2024,jeera,1698.38
15-Apr-2024,ladys finger (bhindi),1468.58
15-Apr-2024,lemon,415.92
15-Apr-2024,mango,4533.64
15-Apr-2024,masoor,273.35
15-Apr-2024,moong,432.75
15-Apr-2024,mustard,26075.64
15-Apr-2024,onion,46143.63
15-Apr-2024,parwal (pointed gourd),217.29
15-Apr-2024,peas (green),467.35
15-Apr-2024,potato,33848.70
15-Apr-2024,rice,16416.93
15-Apr-2024,safflower,25.25
15-Apr-2024,"sesamum (sesame, gingelly, til)",923.21
15-Apr-2024,soyabean,17065.82
15-Apr-2024,spinach,28075.55
15-Apr-2024,sugar,1229.70
15-Apr-2024,sunflower,92.15
15-Apr-2024,tomato,8732.85
15-Apr-2024,turmeric,2786.09
15-Apr-2024,tur,1465.20
15-Apr-2024,urad,662.20
15-Apr-2024,wheat,362144.97
16-Apr-2024,apple,1829.66
16-Apr-2024,banana,3377.92
16-Apr-2024,beans (french),173.41
16-Apr-2024,brinjal,1701.59
16-Apr-2024,cabbage,1520.91
16-Apr-2024,carrot,812.83
16-Apr-2024,cauliflower,1466.37
16-Apr-2024,coconut,19985.15
16-Apr-2024,dhania,1579.27
16-Apr-2024,dry chillies,5401.84
16-Apr-2024,garlic,4594.24
16-Apr-2024,ginger,676.90
16-Apr-2024,gourd (bottle),1657.62
16-Apr-2024,gram,259.40
16-Apr-2024,green chilli,2343.14
16-Apr-2024,ground nut seed,333.34
16-Apr-2024,groundnut,2797.43
16-Apr-2024,jeera,1719.47
16-Apr-2024,ladys finger (bhindi),1106.53
16-Apr-2024,lemon,773.58
16-Apr-2024,mango,3707.31
16-Apr-2024,masoor,215.25
16-Apr-2024,moong,325.00
16-Apr-2024,mustard,29973.52
16-Apr-2024,onion,28846.15
16-Apr-2024,parwal (pointed gourd),157.97
16-Apr-2024,peas (green),113.91
16-Apr-2024,potato,28574.62
16-Apr-2024,rice,14013.48
16-Apr-2024,safflower,6.30
16-Apr-2024,"sesamum (sesame, gingelly, til)",490.72
16-Apr-2024,soyabean,6512.35
16-Apr-2024,spinach,404.64
16-Apr-2024,sugar,121.50
16-Apr-2024,sunflower,38.90
16-Apr-2024,tomato,7090.43
16-Apr-2024,turmeric,416.56
16-Apr-2024,tur,710.80
16-Apr-2024,urad,224.60
16-Apr-2024,wheat,323231.08
17-Apr-2024,apple,1568.66
17-Apr-2024,banana,2901.61
17-Apr-2024,beans (french),145.73
17-Apr-2024,brinjal,1522.90
17-Apr-2024,cabbage,1090.40
17-Apr-2024,carrot,691.21
17-Apr-2024,cauliflower,969.80
17-Apr-2024,coconut,17365.40
17-Apr-2024,dhania,86.40
17-Apr-2024,dry chillies,755.97
17-Apr-2024,garlic,729.07
17-Apr-2024,ginger,583.67
17-Apr-2024,gourd (bottle),1416.76
17-Apr-2024,gram,194.40
17-Apr-2024,green chilli,1797.46
17-Apr-2024,ground nut seed,429.00
17-Apr-2024,groundnut,608.69
17-Apr-2024,jeera,62.52
17-Apr-2024,ladys finger (bhindi),968.09
17-Apr-2024,lemon,430.98
17-Apr-2024,mango,1520.90
17-Apr-2024,masoor,153.45
17-Apr-2024,moong,163.30
17-Apr-2024,mustard,21461.98
17-Apr-2024,onion,12811.12
17-Apr-2024,parwal (pointed gourd),176.15
17-Apr-2024,peas (green),101.38
17-Apr-2024,potato,24620.33
17-Apr-2024,rice,10406.87
17-Apr-2024,safflower,5.00
17-Apr-2024,"sesamum (sesame, gingelly, til)",940.99
17-Apr-2024,soyabean,570.62
17-Apr-2024,spinach,99.00
17-Apr-2024,sugar,211.00
17-Apr-2024,sunflower,10.00
17-Apr-2024,tomato,5276.31
17-Apr-2024,turmeric,228.17
17-Apr-2024,tur,482.05
17-Apr-2024,urad,172.10
17-Apr-2024,wheat,245867.18
18-Apr-2024,apple,2244.51
18-Apr-2024,banana,4898.48
18-Apr-2024,beans (french),172.09
18-Apr-2024,brinjal,1895.57
18-Apr-2024,cabbage,1427.92
18-Apr-2024,carrot,729.82
18-Apr-2024,cauliflower,1545.91
18-Apr-2024,coconut,9210.28
18-Apr-2024,dhania,1783.54
18-Apr-2024,dry chillies,7125.23
18-Apr-2024,garlic,4860.81
18-Apr-2024,ginger,856.41
18-Apr-2024,gourd (bottle),2050.71
18-Apr-2024,gram,433.20
18-Apr-2024,green chilli,2450.30
18-Apr-2024,ground nut seed,92.00
18-Apr-2024,groundnut,1929.40
18-Apr-2024,jeera,1921.24
18-Apr-2024,ladys finger (bhindi),1462.23
18-Apr-2024,lemon,683.62
18-Apr-2024,mango,2281.61
18-Apr-2024,masoor,64.20
18-Apr-2024,moong,122.40
18-Apr-2024,mustard,12567.54
18-Apr-2024,onion,28560.82
18-Apr-2024,parwal (pointed gourd),209.93
18-Apr-2024,peas (green),233.06
18-Apr-2024,potato,28512.06
18-Apr-2024,rice,11647.58
18-Apr-2024,safflower,38.10
18-Apr-2024,"sesamum (sesame, gingelly, til)",119.39
18-Apr-2024,soyabean,7365.17
18-Apr-2024,spinach,136.32
18-Apr-2024,sugar,271.00
18-Apr-2024,sunflower,19.00
18-Apr-2024,tomato,6126.51
18-Apr-2024,turmeric,998.44
18-Apr-2024,tur,1268.10
18-Apr-2024,urad,357.65
18-Apr-2024,wheat,333600.04
19-Apr-2024,apple,1863.41
19-Apr-2024,banana,4056.29
19-Apr-2024,beans (french),216.99
19-Apr-2024,brinjal,1974.28
19-Apr-2024,cabbage,1955.87
19-Apr-2024,carrot,1035.64
19-Apr-2024,cauliflower,5783.87
19-Apr-2024,coconut,10552.44
19-Apr-2024,dhania,1432.96
19-Apr-2024,dry chillies,4493.68
19-Apr-2024,garlic,6131.16
19-Apr-2024,ginger,997.85
19-Apr-2024,gourd (bottle),2384.10
19-Apr-2024,gram,280.20
19-Apr-2024,green chilli,2608.73
19-Apr-2024,ground nut seed,189.70
19-Apr-2024,groundnut,2665.01
19-Apr-2024,jeera,1850.60
19-Apr-2024,ladys finger (bhindi),1468.10
19-Apr-2024,lemon,789.49
19-Apr-2024,mango,6174.05
19-Apr-2024,masoor,164.00
19-Apr-2024,moong,220.80
19-Apr-2024,mustard,19201.40
19-Apr-2024,onion,43991.48
19-Apr-2024,parwal (pointed gourd),221.90
19-Apr-2024,peas (green),184.01
19-Apr-2024,potato,30667.43
19-Apr-2024,rice,9522.36
19-Apr-2024,safflower,9.40
